time,date,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,country,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-27T11:04:56.341Z,2019-06-27,-30.3961,-179.182,10,6.3,mww,,43,1.581,1.15,us,us700045vh,2019-09-14T16:08:13.040Z,118km NNW of L'Esperance Rock, New Zealand,7.8,1.7,0.063,24,reviewed,us,us
2019-06-27T04:20:48.119Z,2019-06-27,56.2187,164.3027,10,5.7,mww,,44,4.586,0.61,us,us700045r4,2019-09-14T16:08:12.040Z,113km E of Ust'-Kamchatsk Staryy, Russia,7,1.8,0.039,62,reviewed,us,us
2019-06-26T05:23:51.514Z,2019-06-26,8.4612,-82.754,32.58,6.2,mww,,42,0.337,1.12,us,us7000455l,2020-07-10T17:43:03.207Z,5km ESE of Aserrio de Gariche, Panama,6.1,4,0.031,100,reviewed,us,us
2019-06-26T03:18:15.575Z,2019-06-26,-9.5167,157.7534,17.8,5.6,mww,,30,2.165,0.7,us,us7000453l,2019-09-14T16:08:09.040Z,185km SSE of Gizo, Solomon Islands,4.1,3.7,0.06,27,reviewed,us,us
2019-06-26T02:18:07.841Z,2019-06-26,56.1821,164.0881,10,6.3,mww,,15,4.473,0.89,us,us7000451w,2020-07-10T17:42:35.738Z,100km E of Ust'-Kamchatsk Staryy, Russia,7.2,1.7,0.036,74,reviewed,us,us
2019-06-25T09:05:40.478Z,2019-06-25,56.202,164.2327,10,6.4,mww,,55,4.546,0.57,us,us600045mz,2020-07-10T17:31:24.456Z,108km E of Ust'-Kamchatsk Staryy, Russia,6.7,1.8,0.033,90,reviewed,us,us
2019-06-25T06:01:51.009Z,2019-06-25,-47.8719,99.4532,10,5.9,mww,,48,19.355,0.9,us,us600045lr,2019-09-14T16:08:06.040Z,Southeast Indian Ridge,,11.1,1.7,0.069,20,reviewed,us,us
2019-06-24T19:21:36.147Z,2019-06-24,-57.9887,-25.3922,26,5.5,mww,,31,16.271,0.75,us,us600045dg,2019-09-11T15:19:44.040Z,133km NNE of Bristol Island, South Sandwich Islands,10.1,1.8,0.073,18,reviewed,us,us
2019-06-24T17:35:13.641Z,2019-06-24,-2.7418,138.4321,10,5.5,mww,,23,2.281,1.14,us,us600045bc,2020-07-10T17:31:12.139Z,239km W of Abepura, Indonesia,6.5,1.7,0.061,26,reviewed,us,us
2019-06-24T16:54:12.036Z,2019-06-24,-2.6549,138.4072,20,5.5,mww,,37,2.299,0.69,us,us700049fa,2020-07-10T17:43:18.078Z,242km W of Abepura, Indonesia,8.1,5.4,0.075,17,reviewed,us,us
2019-06-24T16:53:19.971Z,2019-06-24,-2.6836,138.4384,10,5.7,mb,,37,2.269,0.79,us,us600045am,2020-07-10T17:30:59.400Z,238km W of Abepura, Indonesia,7.2,1.9,0.037,257,reviewed,us,us
2019-06-24T11:34:08.913Z,2019-06-24,-30.763,-177.3528,10,5.9,mww,,59,1.593,0.89,us,us6000456p,2019-09-11T15:19:41.040Z,165km ENE of L'Esperance Rock, New Zealand,8.5,1.8,0.053,34,reviewed,us,us
2019-06-24T04:47:08.607Z,2019-06-24,-2.6194,138.5377,22.24,5.6,mb,,22,2.167,0.9,us,us6000453g,2020-07-10T17:30:45.406Z,227km W of Abepura, Indonesia,7.3,1.3,0.032,338,reviewed,us,us
2019-06-24T02:53:39.830Z,2019-06-24,-6.4078,129.1692,212,7.3,mww,,16,2.629,1.08,us,us600044zz,2020-07-10T17:30:11.502Z,292km NW of Saumlaki, Indonesia,5.1,1.8,0.045,48,reviewed,us,us
2019-06-24T01:05:29.464Z,2019-06-24,-2.7756,138.5675,28,6.1,mww,,19,2.15,1.1,us,us600044z4,2020-07-10T17:29:59.301Z,224km W of Abepura, Indonesia,6.8,1.8,0.048,41,reviewed,us,us
2019-06-23T03:53:02.890Z,2019-06-23,40.2735,-124.3003333,9.44,5.58,mw,34,159,0.03116,0.17,nc,nc73201181,2020-07-10T14:25:30.367Z,6km SSW of Petrolia, CA,0.34,0.21,,6,reviewed,nc,nc
2019-06-22T22:31:34.880Z,2019-06-22,14.3896,-92.9597,17,5.6,mww,,86,0.846,0.97,us,us600044qf,2019-09-11T15:19:33.040Z,68km WSW of Puerto Madero, Mexico,5.1,1.8,0.038,68,reviewed,us,us
2019-06-21T08:37:16.948Z,2019-06-21,-30.8591,-177.4681,14,6.2,mww,,29,1.657,0.74,us,us6000444m,2019-09-11T15:19:24.040Z,150km ENE of L'Esperance Rock, New Zealand,8.7,1.8,0.038,67,reviewed,us,us
2019-06-20T07:32:57.857Z,2019-06-20,-17.6654,-173.7164,47.69,5.5,mww,,43,3.862,0.66,us,us600043jp,2019-09-11T15:19:19.040Z,112km NNE of Neiafu, Tonga,8.1,5.1,0.061,26,reviewed,us,us
2019-06-19T23:14:59.879Z,2019-06-19,-12.6558,166.2638,10,5.7,mww,,46,2.92,0.9,us,us600043e4,2019-09-11T15:19:16.040Z,194km NW of Sola, Vanuatu,7.7,1.7,0.046,45,reviewed,us,us
2019-06-19T17:24:48.803Z,2019-06-19,-2.2656,138.461,10,6.3,mww,,58,2.255,0.88,us,us6000434e,2020-07-10T17:29:19.871Z,239km W of Abepura, Indonesia,6.7,1.8,0.061,26,reviewed,us,us
2019-06-19T07:01:45.433Z,2019-06-19,-30.5243,-177.8482,30,6.4,mww,,45,1.276,1.34,us,us600042vn,2019-09-11T15:19:12.040Z,139km S of Raoul Island, New Zealand,7.6,1.8,0.055,32,reviewed,us,us
2019-06-18T17:21:48.030Z,2019-06-18,-31.2175,-177.6362,10,5.5,mww,,40,1.982,1.1,us,us600042kv,2019-09-11T15:19:08.040Z,122km E of L'Esperance Rock, New Zealand,10.3,1.8,0.058,29,reviewed,us,us
2019-06-18T16:05:17.442Z,2019-06-18,-31.0214,-177.5541,15,5.9,mww,,47,1.8,1,us,us600042jc,2019-09-11T15:19:08.040Z,136km ENE of L'Esperance Rock, New Zealand,8.5,1.5,0.043,52,reviewed,us,us
2019-06-18T13:22:19.010Z,2019-06-18,38.6391,139.4769,12,6.4,mww,,33,1.288,0.87,us,us600042fx,2020-07-10T17:28:53.969Z,31km WSW of Tsuruoka, Japan,5.5,1.8,0.048,42,reviewed,us,us
2019-06-18T05:14:46.074Z,2019-06-18,-25.4599,178.2129,579,5.5,mww,,28,5.097,0.89,us,us60004294,2019-09-11T15:19:05.040Z,South of the Fiji Islands,,9.6,4.9,0.066,22,reviewed,us,us
2019-06-17T16:53:05.000Z,2019-06-17,-30.7942,-177.5259,22.42,5.5,mww,,57,1.583,0.71,us,us600041tf,2019-09-06T14:25:18.040Z,148km ENE of L'Esperance Rock, New Zealand,11,5.2,0.053,34,reviewed,us,us
2019-06-17T14:55:44.876Z,2019-06-17,28.4056,104.9333,6,5.8,mww,,18,4.396,0.61,us,us600041ry,2020-07-10T17:28:42.753Z,19km S of Changning, China,7.1,1.8,0.06,27,reviewed,us,us
2019-06-17T13:47:48.112Z,2019-06-17,-65.6071,-176.7023,10,5.8,mww,,108,13.251,0.61,us,us600041rk,2019-09-06T14:25:17.040Z,250km NE of Scott Island Bank, Antarctica,12.7,1.9,0.052,35,reviewed,us,us
2019-06-17T06:02:04.099Z,2019-06-17,-30.8389,-177.481,12,6.1,mww,,49,1.635,0.85,us,us600041lv,2019-09-06T14:25:16.040Z,150km ENE of L'Esperance Rock, New Zealand,9.7,1.7,0.036,74,reviewed,us,us
2019-06-16T20:58:22.126Z,2019-06-16,-31.6591,-177.7962,10,5.6,mww,,71,2.409,1.22,us,us600041gb,2019-09-06T14:25:15.040Z,107km ESE of L'Esperance Rock, New Zealand,6.2,1.8,0.048,41,reviewed,us,us
2019-06-16T05:17:14.868Z,2019-06-16,-31.0004,-178.0819,21,6.3,mww,,35,1.754,0.91,us,us600041b3,2019-09-06T14:25:12.040Z,91km ENE of L'Esperance Rock, New Zealand,9.9,1.8,0.047,43,reviewed,us,us
2019-06-16T03:02:39.251Z,2019-06-16,-30.6438,-178.0393,35,5.5,mb,,35,1.397,0.68,us,us600041a4,2019-09-06T14:25:12.040Z,120km NE of L'Esperance Rock, New Zealand,7.8,1.9,0.033,327,reviewed,us,us
2019-06-15T22:55:04.130Z,2019-06-15,-30.6441,-178.0995,46,7.3,mww,,11,1.402,0.81,us,us6000417i,2019-09-06T14:25:11.040Z,116km NE of L'Esperance Rock, New Zealand,9.1,1.8,0.029,113,reviewed,us,us
2019-06-15T21:56:10.835Z,2019-06-15,-21.1807,-174.169,13,6.1,mww,,21,7.582,0.89,us,us60004177,2019-09-06T14:25:11.040Z,82km ENE of `Ohonua, Tonga,8.4,1.7,0.052,36,reviewed,us,us
2019-06-14T20:10:52.241Z,2019-06-14,-5.8431,130.725,105,5.7,mww,,16,2.2,0.8,us,us600040xy,2019-09-06T14:25:06.040Z,225km W of Tual, Indonesia,6,1.9,0.043,51,reviewed,us,us
2019-06-14T00:19:12.401Z,2019-06-14,-30.0557,-72.0819,11,6.4,mww,,30,0.727,0.87,us,us600040ja,2019-09-06T14:25:03.040Z,72km W of Coquimbo, Chile,4.1,1.6,0.035,80,reviewed,us,us
2019-06-13T03:00:31.301Z,2019-06-13,-35.7304,-17.1932,10,5.7,mww,,51,4.155,0.95,us,us6000408i,2019-09-06T14:25:01.040Z,Southern Mid-Atlantic Ridge,,5.1,1.7,0.048,42,reviewed,us,us
2019-06-10T16:59:18.526Z,2019-06-10,-6.5763,131.8558,61,5.5,mww,,33,1.502,0.82,us,us70003xr9,2019-08-27T17:48:08.040Z,141km SW of Tual, Indonesia,7,1.9,0.075,17,reviewed,us,us
2019-06-08T14:19:03.677Z,2019-06-08,-25.21,-177.1737,109.34,5.5,mww,,90,4.075,1.21,us,us70003x7u,2019-08-27T17:47:54.040Z,South of the Fiji Islands,,6.4,4.3,0.055,32,reviewed,us,us
2019-06-05T20:41:49.574Z,2019-06-05,6.4759,124.1678,470.06,5.5,mww,,23,1.52,0.91,us,us70003w0p,2019-08-27T17:47:36.040Z,8km ENE of Kulaman, Philippines,9,3.9,0.053,34,reviewed,us,us
2019-06-04T09:46:18.374Z,2019-06-04,22.9032,121.6864,10,5.5,mww,,14,0.565,0.98,us,us70003v7s,2020-07-10T17:42:22.414Z,57km ENE of Taitung City, Taiwan,5.6,1.7,0.05,38,reviewed,us,us
2019-06-04T04:39:16.961Z,2019-06-04,29.0665,139.289,422,6.4,mww,,21,3.224,0.85,us,us70003v3j,2019-08-27T17:47:26.040Z,Izu Islands, Japan region,8.4,1.9,0.036,75,reviewed,us,us
2019-06-03T05:57:09.503Z,2019-06-03,0.378,97.7223,19,5.8,mww,,27,0.931,0.81,us,us70003um7,2020-07-10T17:42:11.386Z,191km SW of Sibolga, Indonesia,6.9,1.7,0.052,35,reviewed,us,us
2019-06-02T10:36:29.673Z,2019-06-02,-21.2068,-173.9096,10,6,mww,,66,4.3,0.69,us,us70003ud5,2019-08-24T21:17:48.040Z,108km E of `Ohonua, Tonga,8.9,1.8,0.048,41,reviewed,us,us
2019-05-31T11:57:24.661Z,2019-05-31,18.7604,-107.1447,10,5.8,mww,,68,3.361,0.72,us,us70003tn5,2019-08-24T21:17:39.040Z,237km WSW of Tomatlan, Mexico,8.2,1.8,0.034,84,reviewed,us,us
2019-05-31T10:12:32.876Z,2019-05-31,6.2795,126.479,98.72,6.1,mww,,26,1.189,0.74,us,us70003tl7,2019-08-24T21:17:39.040Z,34km ESE of Pondaguitan, Philippines,6.2,4.6,0.048,41,reviewed,us,us
2019-05-30T15:38:01.451Z,2019-05-30,-21.7541,-176.3171,177.85,6,mww,,25,6.557,0.82,us,us70003t7v,2019-08-24T21:17:37.040Z,131km WSW of Vaini, Tonga,9.5,3.5,0.046,46,reviewed,us,us
2019-05-30T09:03:32.337Z,2019-05-30,13.1994,-89.3056,57.92,6.6,mww,,22,1.193,0.83,us,us70003t2n,2020-07-10T17:41:36.265Z,32km S of La Libertad, El Salvador,1.7,5.5,0.073,18,reviewed,us,us
2019-05-27T23:29:32.371Z,2019-05-27,-56.3368,-27.7782,115.32,5.7,mww,,21,5.383,0.84,us,us60003sv9,2019-08-13T14:30:43.040Z,53km NW of Visokoi Island, South Georgia and the South Sandwich Islands,8.6,3,0.056,31,reviewed,us,us
2019-05-27T09:52:21.782Z,2019-05-27,58.8565,-152.3581,64,5.8,ml,,,,0.9,ak,ak0196r9o3rq,2020-05-26T10:02:36.186Z,97km SSW of Homer, Alaska,,0.3,,,reviewed,ak,ak
2019-05-27T09:25:19.033Z,2019-05-27,-8.174,158.6247,102,5.5,mww,,19,1.813,1.02,us,us60003snl,2019-08-13T14:30:42.040Z,47km WSW of Dadali, Solomon Islands,8.6,1.9,0.065,23,reviewed,us,us
2019-05-26T07:41:15.073Z,2019-05-26,-5.8119,-75.2697,122.57,8,mww,,17,3.18,0.84,us,us60003sc0,2020-07-08T13:07:31.238Z,78km SE of Lagunas, Peru,7,4,0.036,75,reviewed,us,us
2019-05-25T10:31:10.827Z,2019-05-25,-18.9971,169.0424,145,5.7,mww,,39,3.78,0.64,us,us60003s2g,2019-08-13T14:30:36.040Z,65km NNW of Isangel, Vanuatu,8.4,1.9,0.042,55,reviewed,us,us
2019-05-23T15:02:18.599Z,2019-05-23,-21.6535,169.7938,19,5.7,mww,,28,2.376,1,us,us60003r7u,2019-08-13T14:30:32.040Z,198km E of Tadine, New Caledonia,7.6,1.7,0.049,40,reviewed,us,us
2019-05-23T08:45:17.746Z,2019-05-23,51.3078,-178.2387,30,6,mww,,53,0.436,1.05,us,us60003r2r,2019-08-13T14:30:31.040Z,60km E of Amatignak Island, Alaska,5.2,1.8,0.021,217,reviewed,us,us
2019-05-22T00:39:34.963Z,2019-05-22,13.8921,92.9916,29,5.6,mww,,21,7.195,1.05,us,us60003qg7,2019-08-13T14:30:28.040Z,244km N of Bamboo Flat, India,7.3,1.8,0.048,41,reviewed,us,us
2019-05-20T11:18:33.131Z,2019-05-20,-31.4782,-70.0028,108,5.5,mww,,28,0.867,1.1,us,us70003nha,2019-08-07T22:03:55.040Z,58km WSW of Calingasta, Argentina,5.8,1.8,0.068,21,reviewed,us,us
2019-05-19T14:56:50.691Z,2019-05-19,-21.6074,169.4692,20,6.3,mww,,75,2.125,1.07,us,us70003n96,2019-08-07T22:03:52.040Z,164km E of Tadine, New Caledonia,8.2,1.9,0.049,40,reviewed,us,us
2019-05-19T14:27:11.826Z,2019-05-19,-21.7313,169.5758,16,6,mww,,53,2.159,1.03,us,us70003n8z,2019-08-07T22:03:52.040Z,176km E of Tadine, New Caledonia,6.7,1.8,0.052,35,reviewed,us,us
2019-05-19T01:23:29.151Z,2019-05-19,-21.6619,169.7779,20,6.3,mww,,18,2.359,1.18,us,us70003n4z,2019-08-07T22:03:50.040Z,196km E of Tadine, New Caledonia,7.9,1.8,0.042,54,reviewed,us,us
2019-05-18T01:51:29.831Z,2019-05-18,-9.5083,108.5971,8,5.6,mww,,33,2.477,1.19,us,us70003mw2,2019-08-07T22:03:46.040Z,188km S of Sindangsari, Indonesia,6.7,1.7,0.06,27,reviewed,us,us
2019-05-17T22:37:47.788Z,2019-05-17,-4.5834,153.0098,21,5.9,mww,,19,0.929,0.64,us,us70003mus,2020-07-10T17:41:23.299Z,13km S of Taron, Papua New Guinea,6.7,1.8,0.06,27,reviewed,us,us
2019-05-16T22:52:43.961Z,2019-05-16,-4.5846,-105.7328,10,5.9,mww,,72,15.91,0.75,us,us70003mbq,2019-08-07T22:03:43.040Z,Central East Pacific Rise,,12.4,1.8,0.052,36,reviewed,us,us
2019-05-16T16:22:17.474Z,2019-05-16,12.6436,-87.8168,71.96,5.9,mww,,42,1.501,1.35,us,us70003m2q,2020-07-10T17:40:58.519Z,41km WSW of Jiquilillo, Nicaragua,7.9,4.4,0.039,63,reviewed,us,us
2019-05-16T01:23:58.718Z,2019-05-16,-5.2554,152.6305,21,5.7,mww,,25,1.155,0.82,us,us70003ly5,2019-08-07T22:03:40.040Z,97km SSW of Taron, Papua New Guinea,6.7,1.8,0.069,20,reviewed,us,us
2019-05-15T05:24:31.606Z,2019-05-15,29.7216,130.7116,29,5.7,mww,,38,3.395,1.3,us,us70003ld5,2019-08-07T22:03:37.040Z,115km SSW of Nishinoomote, Japan,6.4,1.8,0.055,32,reviewed,us,us
2019-05-15T00:33:45.948Z,2019-05-15,-3.2352,148.9957,10,5.5,mww,,81,2.012,0.72,us,us70003lam,2019-08-07T22:03:36.040Z,213km WSW of Kavieng, Papua New Guinea,7.9,1.8,0.155,4,reviewed,us,us
2019-05-14T12:58:25.939Z,2019-05-14,-4.051,152.5967,10,7.6,mww,,16,0.453,1,us,us70003kyy,2020-07-07T22:53:37.609Z,46km SSE of Namatanai, Papua New Guinea,3.8,1.6,0.046,45,reviewed,us,us
2019-05-12T19:24:50.373Z,2019-05-12,8.625,-82.8298,19,6,mww,,53,0.218,1.09,us,us70003k3p,2020-07-10T17:40:42.885Z,10km N of Canoas, Costa Rica,5,1.7,0.036,75,reviewed,us,us
2019-05-11T16:06:16.459Z,2019-05-11,-34.6032,179.7741,86,5.5,mww,,69,16.861,0.88,us,us70003jtm,2019-08-01T17:15:11.040Z,South of the Kermadec Islands,,13.2,1.9,0.06,27,reviewed,us,us
2019-05-10T08:44:53.554Z,2019-05-10,-19.74,169.1328,105,5.8,mww,,45,3.263,0.69,us,us70003j7l,2019-08-01T17:15:08.040Z,25km SSW of Isangel, Vanuatu,7.1,1.9,0.043,52,reviewed,us,us
2019-05-10T03:23:33.007Z,2019-05-10,-28.6675,-176.7791,10,5.7,mww,,76,11.107,1.03,us,us70003j5p,2019-08-01T17:15:08.040Z,127km ENE of Raoul Island, New Zealand,10,1.8,0.06,27,reviewed,us,us
2019-05-09T23:48:42.779Z,2019-05-09,31.7772,131.8483,22,6.2,mww,,17,1.575,0.67,us,us70003j46,2020-07-07T22:53:25.325Z,42km ESE of Miyazaki-shi, Japan,5,1.8,0.055,32,reviewed,us,us
2019-05-09T22:43:23.033Z,2019-05-09,31.8013,131.8869,22,5.6,mww,,24,1.572,0.73,us,us70003j3g,2019-08-01T17:15:08.040Z,45km ESE of Miyazaki-shi, Japan,6.1,1.8,0.057,30,reviewed,us,us
2019-05-08T13:47:19.701Z,2019-05-08,-15.7761,-75.0959,15.34,5.7,mww,,131,4.13,0.73,us,us70003ib5,2019-08-01T17:15:04.040Z,62km S of Minas de Marcona, Peru,6.6,3,0.048,42,reviewed,us,us
2019-05-06T21:19:37.983Z,2019-05-06,-6.9746,146.4494,146,7.1,mww,,16,2.514,1.02,us,us70003hqb,2020-07-10T17:40:18.038Z,33km NW of Bulolo, Papua New Guinea,6.6,1.6,0.032,93,reviewed,us,us
2019-05-06T02:48:42.702Z,2019-05-06,18.7345,120.8764,35,5.5,mww,,46,4.067,1.02,us,us70003h71,2019-07-25T18:54:23.040Z,21km NNE of Pagudpud, Philippines,6.8,1.9,0.045,48,reviewed,us,us
2019-05-04T21:02:10.594Z,2019-05-04,1.9846,123.6614,327,5.7,mww,,29,3.006,1.14,us,us70003gse,2019-07-25T18:54:17.040Z,122km N of Pimpi, Indonesia,7.3,1.8,0.041,57,reviewed,us,us
2019-05-04T01:05:09.527Z,2019-05-04,12.3713,120.9321,10,5.7,mww,,88,1.72,1.39,us,us70003gig,2020-07-10T17:40:06.115Z,8km SW of San Agustin, Philippines,6.4,1.7,0.041,56,reviewed,us,us
2019-05-04T00:07:47.061Z,2019-05-04,-24.4878,-115.8471,10,5.5,mww,,64,39.73,0.69,us,us70003ghv,2019-07-25T18:54:14.040Z,Southern East Pacific Rise,,12.3,1.8,0.052,35,reviewed,us,us
2019-05-03T07:25:31.787Z,2019-05-03,-6.9478,160.1125,27,6.2,mww,,35,2.48,0.66,us,us70003g5a,2019-07-25T18:54:11.040Z,144km NNE of Buala, Solomon Islands,8.1,1.8,0.044,50,reviewed,us,us
2019-04-29T14:19:52.499Z,2019-04-29,10.8649,57.2283,10,6.3,mww,,47,12.379,1.1,us,us70003e0j,2019-07-13T18:42:52.040Z,Carlsberg Ridge,,8.3,1.8,0.059,28,reviewed,us,us
2019-04-29T02:48:51.506Z,2019-04-29,43.1785,-29.1231,10,5.5,mww,,28,6.064,0.78,us,us70003dpt,2019-07-13T18:42:50.040Z,Northern Mid-Atlantic Ridge,,9.3,1.8,0.044,49,reviewed,us,us
2019-04-26T06:22:34.325Z,2019-04-26,-25.8994,-71.0166,29,5.5,mww,,97,0.45,1.04,us,us70003cb3,2019-07-13T18:42:40.040Z,76km SW of Taltal, Chile,4.5,1.8,0.052,36,reviewed,us,us
2019-04-23T20:15:50.777Z,2019-04-23,28.4073,94.5605,14,5.9,mww,,20,3.271,0.85,us,us70003axc,2020-07-10T17:39:52.331Z,33km NW of Along, India,7,1.8,0.062,25,reviewed,us,us
2019-04-23T14:20:17.830Z,2019-04-23,-24.7059,-178.7639,385.58,6,mww,,34,7.535,0.97,us,us70003an0,2019-07-13T18:42:35.040Z,South of the Fiji Islands,,7.4,3.7,0.049,40,reviewed,us,us
2019-04-23T05:37:53.147Z,2019-04-23,11.7547,125.2013,56,6.4,mww,,15,4.67,1.07,us,us70003aj3,2020-07-10T17:39:35.620Z,17km ESE of Tutubigan, Philippines,7,1.9,0.042,54,reviewed,us,us
2019-04-22T21:44:41.970Z,2019-04-22,50.2225,-130.1725,10,5.5,mww,,81,1.369,0.84,us,us70003afb,2019-06-26T20:55:16.040Z,202km WSW of Port Hardy, Canada,5,1.8,0.028,127,reviewed,us,us
2019-04-22T14:49:05.341Z,2019-04-22,-56.2633,-27.3509,79,6,mww,,30,5.587,0.74,us,us70003a91,2019-06-26T20:55:14.040Z,49km N of Visokoi Island, South Georgia and the South Sandwich Islands,9.5,1.9,0.053,34,reviewed,us,us
2019-04-22T09:11:12.013Z,2019-04-22,14.9538,120.5149,21.84,6.1,mww,,20,0.94,1.01,us,us70003a63,2020-10-17T16:39:34.237Z,3km SSW of Floridablanca, Philippines,6.3,3.7,0.035,77,reviewed,us,us
2019-04-18T14:46:01.733Z,2019-04-18,-51.127,139.321,10,6.3,mww,,44,9.863,1.39,us,us700038m1,2019-06-26T20:54:51.040Z,Western Indian-Antarctic Ridge,,10.1,1.8,0.049,40,reviewed,us,us
2019-04-18T05:01:06.493Z,2019-04-18,24.0374,121.6501,20,6.1,mww,,23,0.144,1.15,us,us700038c1,2020-07-10T17:38:53.068Z,8km NE of Hualian, Taiwan,7,1.8,0.051,37,reviewed,us,us
2019-04-18T04:06:34.948Z,2019-04-18,-29.3648,-71.5891,54,5.6,mww,,37,0.63,0.77,us,us700038b8,2020-07-10T17:38:42.520Z,68km NNW of La Serena, Chile,5.3,1.9,0.066,22,reviewed,us,us
2019-04-16T09:39:37.735Z,2019-04-16,-31.0427,-178.7994,10,5.7,mww,,58,6.929,0.83,us,us700036yw,2019-06-26T20:54:42.040Z,44km NNE of L'Esperance Rock, New Zealand,10.1,1.8,0.053,34,reviewed,us,us
2019-04-16T09:22:32.296Z,2019-04-16,-31.1716,-179.0685,10,5.7,mww,,71,6.733,0.97,us,us700036yi,2019-06-26T20:54:42.040Z,33km NNW of L'Esperance Rock, New Zealand,7.3,1.6,0.056,31,reviewed,us,us
2019-04-16T07:30:38.353Z,2019-04-16,-35.2966,-15.486,10,5.7,mww,,27,3.115,0.61,us,us700036we,2019-06-26T20:54:42.040Z,Tristan da Cunha region,,9.7,1.8,0.058,29,reviewed,us,us
2019-04-12T14:51:31.603Z,2019-04-12,-6.4883,148.7394,30,6,mww,,17,3.293,0.97,us,us700034zz,2019-06-20T19:03:25.040Z,94km WSW of Kandrian, Papua New Guinea,6.5,1.6,0.073,18,reviewed,us,us
2019-04-12T12:23:04.870Z,2019-04-12,-15.4067,-172.8171,15.36,6,mww,,29,1.796,0.9,us,us700034ya,2019-06-20T19:03:24.040Z,116km ENE of Hihifo, Tonga,8.6,3.5,0.08,15,reviewed,us,us
2019-04-12T11:45:36.591Z,2019-04-12,-1.8614,122.6143,10,5.7,mb,,48,0.829,0.78,us,us700038kq,2020-07-10T17:39:05.917Z,102km S of Luwuk, Indonesia,5.8,1.8,0.05,142,reviewed,us,us
2019-04-12T11:40:49.363Z,2019-04-12,-1.8146,122.5798,15.46,6.8,mww,,28,0.791,1.16,us,us700034xq,2020-07-10T17:38:26.662Z,98km SSW of Luwuk, Indonesia,2,2.8,0.056,31,reviewed,us,us
2019-04-11T21:31:49.967Z,2019-04-11,-6.4916,148.635,20.46,5.6,mww,,20,3.242,0.83,us,us700034nf,2019-06-20T19:03:18.040Z,85km E of Finschhafen, Papua New Guinea,6.5,3.1,0.057,30,reviewed,us,us
2019-04-11T08:18:21.380Z,2019-04-11,40.4096,143.2985,18,6,mww,,50,1.607,0.66,us,us700034d3,2019-06-20T19:03:16.040Z,143km NE of Miyako, Japan,5.7,1.8,0.062,25,reviewed,us,us
2019-04-09T17:53:58.423Z,2019-04-09,-58.6262,-25.304,38,6.5,mww,,18,7.568,1.08,us,us600032fg,2019-06-20T19:03:09.040Z,83km ENE of Bristol Island, South Sandwich Islands,8.2,1.8,0.049,40,reviewed,us,us
2019-04-08T04:12:40.096Z,2019-04-08,26.329,129.5878,10,5.5,mww,,24,1.281,0.97,us,us2000kc3p,2019-06-18T15:50:51.040Z,163km E of Nago, Japan,7.3,1.7,0.035,77,reviewed,us,us
2019-04-07T15:45:08.095Z,2019-04-07,-41.2892,-87.4826,7.09,5.7,mww,,58,10.268,0.92,us,us2000kbur,2019-06-18T15:50:45.040Z,West Chile Rise,,10.3,3.5,0.033,87,reviewed,us,us
2019-04-07T10:52:41.093Z,2019-04-07,-33.7588,-72.5153,10,5.6,mww,,66,0.757,0.85,us,us2000kbs5,2019-06-18T15:50:43.040Z,84km WSW of San Antonio, Chile,2.7,1.8,0.055,32,reviewed,us,us
2019-04-06T21:55:01.660Z,2019-04-06,-6.8285,125.0416,539,6.3,mww,,20,3.007,0.93,us,us2000kbi1,2019-06-19T23:26:40.987Z,200km NNW of Dili, East Timor,8.8,1.9,0.034,84,reviewed,us,us
2019-04-05T18:46:42.673Z,2019-04-05,1.4513,-85.2664,10,5.8,mww,,83,5.445,0.98,us,us2000kaxv,2019-06-18T15:50:27.040Z,Off the coast of Ecuador,,6.6,1.6,0.073,18,reviewed,us,us
2019-04-05T16:14:16.716Z,2019-04-05,-55.9308,-27.8522,57,6.4,mww,,31,5.225,0.86,us,us2000kav9,2019-06-18T15:50:26.040Z,94km NNW of Visokoi Island, South Georgia and the South Sandwich Islands,8.5,1.8,0.047,44,reviewed,us,us
2019-04-05T09:56:52.723Z,2019-04-05,30.4095,138.6839,383,5.9,mww,,11,2.859,1.01,us,us2000kans,2019-06-18T15:50:25.040Z,Izu Islands, Japan region,7.4,1.8,0.041,58,reviewed,us,us
2019-04-02T21:35:30.049Z,2019-04-02,52.1702,178.0709,7.98,6.4,mww,,19,1.94,0.55,us,us2000k9d7,2020-04-01T21:45:33.711Z,32km ENE of Kiska Volcano, Alaska,6.4,2.5,0.031,101,reviewed,us,us
2019-04-01T18:39:05.857Z,2019-04-01,-18.2058,65.3656,10,6,mww,,65,9.535,1.17,us,us2000k8ri,2019-06-08T20:51:32.040Z,262km NE of Port Mathurin, Mauritius,8.1,1.8,0.06,27,reviewed,us,us
2019-04-01T08:11:32.416Z,2019-04-01,7.5782,94.3371,10,5.5,mww,,27,3.489,0.85,us,us2000k8e8,2019-06-08T20:51:30.040Z,120km ESE of Mohean, India,6.7,1.7,0.048,41,reviewed,us,us
2019-04-01T02:16:53.597Z,2019-04-01,10.6035,125.8523,50.09,5.6,mww,,33,3.521,1.23,us,us2000k89w,2019-06-08T20:51:29.040Z,36km S of Sulangan, Philippines,7.9,4.4,0.052,36,reviewed,us,us
