time,date,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,country,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-27T15:11:29.893Z,2019-09-27,-35.9171,-102.7817,10,5.9,mww,,41,10.391,1.11,us,us70005mls,2019-12-20T19:03:18.040Z,Southeast of Easter Island,,10.5,1.8,0.062,25,reviewed,us,us
2019-09-27T12:05:02.549Z,2019-09-27,-30.1733,-177.8625,34,6.1,mww,,18,0.926,0.86,us,us70005mea,2019-12-20T19:03:15.040Z,100km S of Raoul Island, New Zealand,7.1,1.8,0.046,45,reviewed,us,us
2019-09-26T19:00:41.378Z,2019-09-26,-13.3744,-111.4258,10,5.5,mww,,96,28.527,1.29,us,us70005lx1,2019-12-20T19:02:57.040Z,Central East Pacific Rise,,14,1.9,0.065,23,reviewed,us,us
2019-09-26T16:36:18.155Z,2019-09-26,-40.8145,-71.9993,129,6.1,mww,,30,0.445,0.79,us,us70005lt4,2020-07-10T17:49:02.025Z,30km WSW of Villa La Angostura, Argentina,4.5,1.8,0.058,29,reviewed,us,us
2019-09-26T10:59:25.648Z,2019-09-26,40.9035,28.1502,8,5.7,mww,,19,1.595,0.9,us,us70005lkl,2020-07-10T17:48:49.729Z,18km ESE of Marmaraereglisi, Turkey,5.2,1.8,0.033,88,reviewed,us,us
2019-09-26T00:39:59.361Z,2019-09-26,-3.6266,128.4155,10,5.5,mww,,15,3.891,1.08,us,us70005lg7,2020-07-10T17:48:29.077Z,9km ESE of Tulehu, Indonesia,6.1,1.6,0.075,17,reviewed,us,us
2019-09-25T23:46:43.543Z,2019-09-25,-3.4528,128.3699,12.26,6.5,mww,,15,3.909,0.95,us,us70005lfd,2020-07-10T17:48:10.911Z,11km S of Kairatu, Indonesia,6.2,2.4,0.038,65,reviewed,us,us
2019-09-24T21:19:47.423Z,2019-09-24,-33.8212,56.2997,10,6,mww,,16,11.982,0.69,us,us60005n52,2019-12-20T19:02:17.040Z,Southwest Indian Ridge,,8.8,1.7,0.049,40,reviewed,us,us
2019-09-24T03:23:40.000Z,2019-09-24,19.077,-67.2701,10,6,mw,25,193,0.6299,0.88,pr,pr2019267000,2020-09-23T03:33:47.486Z,69km NNW of San Antonio, Puerto Rico,3.8,31.61,0.51,25,reviewed,pr,pr
2019-09-22T07:32:33.386Z,2019-09-22,-15.5629,-173.0597,10,5.6,mww,,60,4.599,0.79,us,us60005ly5,2019-12-10T17:27:03.040Z,85km ENE of Hihifo, Tonga,8.7,1.8,0.057,30,reviewed,us,us
2019-09-21T19:53:13.441Z,2019-09-21,-6.4584,130.4262,65,5.9,mww,,10,1.744,0.92,us,us60005lts,2019-12-10T17:27:01.040Z,192km NNW of Saumlaki, Indonesia,5.7,1.8,0.059,28,reviewed,us,us
2019-09-21T14:04:25.803Z,2019-09-21,41.3375,19.5303,20,5.6,mww,,34,1.109,1.13,us,us60005lrf,2020-07-10T17:34:39.700Z,3km WSW of Shijak, Albania,2.1,1.8,0.042,55,reviewed,us,us
2019-09-19T07:32:58.793Z,2019-09-19,-6.0534,111.8968,636.41,5.6,mb,,25,1.752,0.69,us,us60005kuc,2019-12-10T17:26:57.040Z,75km NNE of Sendangmulyo, Indonesia,9.9,6.7,0.066,82,reviewed,us,us
2019-09-19T07:32:01.582Z,2019-09-19,-6.0586,111.8877,617.56,5.9,mww,,19,1.742,0.87,us,us60005ku0,2019-12-10T17:26:57.040Z,74km NNE of Blimbing, Indonesia,9.3,3.7,0.048,41,reviewed,us,us
2019-09-19T07:06:33.291Z,2019-09-19,-6.0708,111.8422,610,6.1,mww,,19,1.698,0.97,us,us60005kta,2019-12-10T17:26:57.040Z,70km NNE of Blimbing, Indonesia,8.8,2,0.038,66,reviewed,us,us
2019-09-18T07:01:01.841Z,2019-09-18,5.4093,126.4529,23.45,5.6,mww,,30,1.864,1.3,us,us70005hsp,2019-12-10T17:27:10.040Z,106km ESE of Caburan, Philippines,6.1,2.6,0.055,32,reviewed,us,us
2019-09-14T16:21:27.604Z,2019-09-14,-0.9809,128.5368,4.45,5.8,mww,,37,2.097,0.85,us,us70005ge3,2020-07-10T17:47:59.737Z,104km ENE of Laiwui, Indonesia,6.3,2.2,0.058,29,reviewed,us,us
2019-09-13T22:53:31.344Z,2019-09-13,-15.3534,-173.1702,10,5.7,mwc,,24,4.828,0.72,us,us70005g6k,2019-12-05T18:31:03.040Z,90km NE of Hihifo, Tonga,8,1.7,,11,reviewed,us,gcmt
2019-09-11T17:51:55.815Z,2019-09-11,-25.5414,178.2587,618.35,5.6,mww,,25,5.009,0.97,us,us70005exl,2019-12-05T18:30:59.040Z,South of the Fiji Islands,,10.2,5.8,0.063,24,reviewed,us,us
2019-09-10T23:32:23.782Z,2019-09-10,4.0301,126.6816,27,5.6,mww,,27,3.212,1.16,us,us70005ej7,2020-07-10T17:47:49.247Z,203km SE of Sarangani, Philippines,6.6,1.8,0.056,31,reviewed,us,us
2019-09-10T20:32:12.177Z,2019-09-10,57.0194,-139.5292,9.94,5.7,mww,,67,2.015,1.32,us,us70005eee,2020-09-09T20:42:25.734Z,254km W of Sitka, Alaska,5.5,3,0.042,55,reviewed,us,us
2019-09-10T05:39:24.000Z,2019-09-10,6.6371,126.4167,48,5.7,mww,,21,0.936,1.39,us,us70005dza,2020-07-10T17:47:38.764Z,26km SSE of Tamisan, Philippines,6.5,1.9,0.047,44,reviewed,us,us
2019-09-09T09:53:31.044Z,2019-09-09,-36.3343,-99.2333,20.35,5.5,mww,,164,20.753,1.28,us,us70005dlz,2019-11-30T19:36:36.040Z,Southeast of Easter Island,,15.6,5.3,0.068,21,reviewed,us,us
2019-09-06T15:27:56.203Z,2019-09-06,-20.184,169.0534,27,5.9,mww,,42,2.843,1.27,us,us70005cu5,2019-11-30T19:37:04.040Z,73km SSW of Isangel, Vanuatu,7,1.8,0.058,29,reviewed,us,us
2019-09-05T15:02:45.258Z,2019-09-05,43.7183,-127.8191,10,5.9,mww,,31,2.681,0.83,us,us70005cba,2020-09-04T15:13:05.991Z,284km WNW of Bandon, Oregon,7.4,1.8,0.028,122,reviewed,us,us
2019-09-05T11:52:06.491Z,2019-09-05,52.5864,-31.916,10,5.5,mww,,38,11.307,0.88,us,us70005c9r,2019-11-30T19:37:14.040Z,Northern Mid-Atlantic Ridge,,9.2,1.8,0.05,38,reviewed,us,us
2019-09-05T09:12:19.960Z,2019-09-05,-2.5189,68.4834,10,5.6,mww,,28,5.412,1.09,us,us70005c8l,2019-11-30T19:37:15.040Z,Carlsberg Ridge,,8.4,1.7,0.066,22,reviewed,us,us
2019-09-04T09:48:22.017Z,2019-09-04,-18.9199,-176.3009,10,5.7,mww,,71,5.488,0.54,us,us70005bwn,2019-11-30T19:37:22.040Z,226km WNW of Pangai, Tonga,5.9,1.8,0.05,39,reviewed,us,us
2019-09-02T22:45:48.807Z,2019-09-02,23.7766,-45.2169,10,5.9,mww,,40,16.631,0.61,us,us70005b9q,2019-11-15T17:22:04.040Z,Northern Mid-Atlantic Ridge,,9.8,1.8,0.051,37,reviewed,us,us
2019-09-01T15:54:20.392Z,2019-09-01,-20.3641,-178.5701,591,6.6,mww,,19,4.121,1.02,us,us70005axg,2019-11-15T17:21:30.040Z,34km NNE of Ndoi Island, Fiji,9.9,1.9,0.038,65,reviewed,us,us
2019-09-01T02:34:50.972Z,2019-09-01,-49.8557,-114.7806,10,5.5,mww,,40,34.287,1.16,us,us70005arj,2019-11-15T17:21:13.040Z,Southern East Pacific Rise,,14.2,1.8,0.061,26,reviewed,us,us
2019-08-31T23:54:40.947Z,2019-08-31,-50.0035,-114.4669,10,5.7,mww,,64,26.489,0.51,us,us70005aqu,2019-11-15T17:21:09.040Z,Southern East Pacific Rise,,14.2,1.8,0.059,28,reviewed,us,us
2019-08-29T15:07:58.646Z,2019-08-29,43.5425,-127.8817,10,6.3,mww,,31,2.678,1.17,us,us700059qh,2020-08-28T15:18:10.303Z,285km W of Bandon, Oregon,6.9,1.8,0.04,60,reviewed,us,us
2019-08-28T23:46:40.132Z,2019-08-28,41.0682,142.9955,23.77,5.9,mww,,30,0.953,0.69,us,us700059ee,2019-11-15T17:19:45.040Z,141km ENE of Hachinohe, Japan,5.1,2.9,0.053,34,reviewed,us,us
2019-08-28T08:00:45.169Z,2019-08-28,-60.5584,-26.8518,10,5.5,mb,,55,8.154,0.95,us,us70005934,2019-11-15T17:19:11.040Z,170km S of Bristol Island, South Sandwich Islands,10.2,1.8,0.076,61,reviewed,us,us
2019-08-28T07:59:02.264Z,2019-08-28,-60.3573,-26.5291,10,5.6,mww,,54,8.124,0.74,us,us7000592z,2019-11-15T17:19:10.040Z,147km S of Bristol Island, South Sandwich Islands,9.9,0.6,0.083,14,reviewed,us,us
2019-08-27T23:55:19.187Z,2019-08-27,-60.2152,-26.5801,16,6.6,mww,,19,12.896,0.91,us,us700058yy,2019-11-15T17:18:59.040Z,131km S of Bristol Island, South Sandwich Islands,9.1,1.7,0.045,48,reviewed,us,us
2019-08-24T21:21:27.484Z,2019-08-24,-20.1852,-175.6299,215.14,5.5,mww,,30,6.31,0.92,us,us700057wp,2019-11-08T22:13:46.040Z,114km NNW of Nuku`alofa, Tonga,9.7,3.9,0.061,26,reviewed,us,us
2019-08-24T15:51:27.119Z,2019-08-24,-14.309,167.1897,115,6,mww,,26,1.131,1.19,us,us700057v4,2019-11-08T22:13:46.040Z,61km SW of Sola, Vanuatu,8.7,1.8,0.043,53,reviewed,us,us
2019-08-23T10:44:21.167Z,2019-08-23,-11.5925,166.3936,43,5.5,mww,,59,3.911,0.69,us,us700057i8,2019-11-08T22:13:43.040Z,114km SSE of Lata, Solomon Islands,7.1,1.9,0.078,16,reviewed,us,us
2019-08-22T22:54:25.722Z,2019-08-22,-12.5806,167.0624,206.89,5.6,mww,,28,2.852,0.71,us,us700057bs,2019-11-08T22:13:42.040Z,153km NNW of Sola, Vanuatu,7.7,3.5,0.049,40,reviewed,us,us
2019-08-22T19:27:11.919Z,2019-08-22,-14.6668,-177.4135,10,5.9,mww,,39,0.772,1.06,us,us7000577p,2019-11-08T22:13:40.040Z,90km ESE of Sigave, Wallis and Futuna,6.5,1.8,0.068,21,reviewed,us,us
2019-08-22T11:02:40.807Z,2019-08-22,17.5608,145.4748,519.87,5.5,mww,,43,2.326,1.04,us,us70005719,2020-08-21T11:12:51.651Z,68km SSW of Pagan, Northern Mariana Islands,9.5,4.2,0.059,28,reviewed,us,us
2019-08-21T14:28:25.652Z,2019-08-21,-50.3302,139.324,10,6,mww,,67,9.234,0.66,us,us600057xt,2019-11-08T22:13:37.040Z,Western Indian-Antarctic Ridge,,7.9,1.7,0.071,19,reviewed,us,us
2019-08-21T09:24:54.211Z,2019-08-21,-6.064,154.6474,64,5.5,mww,,30,3.095,0.91,us,us600057vb,2019-11-08T22:13:37.040Z,96km WNW of Panguna, Papua New Guinea,8.3,1.9,0.063,24,reviewed,us,us
2019-08-20T13:03:52.633Z,2019-08-20,-11.3683,166.2912,37,6,mww,,42,4.15,0.99,us,us600057ee,2020-07-10T17:34:29.511Z,87km SE of Lata, Solomon Islands,7.7,1.9,0.066,22,reviewed,us,us
2019-08-18T18:00:25.437Z,2019-08-18,16.626,146.3156,17.92,5.9,mww,,28,3.326,0.82,us,us600056r6,2020-08-17T18:10:37.148Z,75km ENE of Anatahan, Northern Mariana Islands,8.5,4,0.056,31,reviewed,us,us
2019-08-15T10:38:32.175Z,2019-08-15,-20.8068,173.4883,10,5.5,mww,,98,5.278,1.17,us,us600055cf,2019-11-02T15:26:07.040Z,154km NW of Ceva-i-Ra, Fiji,8.5,1.8,0.066,22,reviewed,us,us
2019-08-14T21:35:18.451Z,2019-08-14,20.5023,-109.2878,10,5.9,mww,,70,2.285,0.58,us,us6000556z,2019-11-02T15:26:05.040Z,262km NE of Socorro Island, Mexico,6.1,1.8,0.031,98,reviewed,us,us
2019-08-12T20:39:34.864Z,2019-08-12,15.9767,-93.7276,93,5.5,mww,,34,1.558,1.11,us,us60005489,2019-10-29T20:34:09.040Z,12km SSE of Tonala, Mexico,5.2,1.9,0.036,73,reviewed,us,us
2019-08-08T11:25:31.104Z,2019-08-08,37.935,29.7003,11,5.9,mww,,25,0.646,0.96,us,us6000529r,2020-07-10T17:33:55.739Z,9km ESE of Baklan, Turkey,4.7,1.7,0.039,64,reviewed,us,us
2019-08-08T00:45:26.713Z,2019-08-08,36.5272,70.0571,226,5.8,mww,,12,1.627,0.74,us,us60005247,2019-10-29T20:33:42.040Z,18km ESE of Farkhar, Afghanistan,6.2,1.8,0.053,34,reviewed,us,us
2019-08-07T21:28:03.651Z,2019-08-07,24.4782,121.9301,20.79,5.8,mww,,17,0.43,0.83,us,us6000522g,2020-07-10T17:33:44.435Z,15km SSE of Su'ao, Taiwan,5.3,2.1,0.068,21,reviewed,us,us
2019-08-07T05:32:40.615Z,2019-08-07,-15.4975,167.6555,124,5.9,mww,,34,0.439,0.78,us,us600051r4,2019-10-29T20:33:40.040Z,52km E of Luganville, Vanuatu,5.1,1.8,0.044,50,reviewed,us,us
2019-08-06T22:14:14.863Z,2019-08-06,-17.9594,168.5844,150,5.9,mww,,10,2.827,0.95,us,us600051m3,2019-10-29T20:33:39.040Z,37km SE of Port-Vila, Vanuatu,6.6,1.7,0.04,59,reviewed,us,us
2019-08-05T09:01:00.670Z,2019-08-05,-18.3793,-174.3733,10,5.7,mww,,48,4.27,1.22,us,us600050rn,2019-10-19T21:42:13.040Z,50km NW of Neiafu, Tonga,9.1,1.8,0.051,37,reviewed,us,us
2019-08-05T00:40:46.024Z,2019-08-05,1.0417,-27.8703,10,5.8,mww,,41,10.529,0.81,us,us600050ny,2019-10-31T20:26:38.550Z,Central Mid-Atlantic Ridge,,6.8,1.8,0.05,38,reviewed,us,us
2019-08-04T11:44:21.302Z,2019-08-04,-48.815,163.7897,10,5.6,mww,,92,3.296,1.19,us,us600050j4,2019-10-19T21:42:09.040Z,270km NW of Auckland Island, New Zealand,7,1.8,0.08,15,reviewed,us,us
2019-08-04T10:23:03.726Z,2019-08-04,37.7594,141.6031,38,6.3,mww,,32,0.653,0.78,us,us600050if,2020-07-10T17:33:19.457Z,61km ENE of Namie, Japan,7.3,1.9,0.071,19,reviewed,us,us
2019-08-02T12:03:27.001Z,2019-08-02,-7.2822,104.7907,49,6.9,mww,,23,2.839,0.76,us,us60004zhq,2020-09-10T08:28:30.575Z,106km WSW of Tugu Hilir, Indonesia,7,1.9,0.043,51,reviewed,us,us
2019-08-02T05:50:55.239Z,2019-08-02,-49.7307,-113.8331,10,6,mww,,82,22.79,0.92,us,us60004z9n,2019-10-19T21:42:04.040Z,Southern East Pacific Rise,,8.5,1.8,0.058,29,reviewed,us,us
2019-08-01T20:01:28.233Z,2019-08-01,-34.2812,-72.3734,15.41,5.6,mww,,80,0.886,0.63,us,us60004ys7,2019-10-19T21:42:04.040Z,100km WNW of Santa Cruz, Chile,4.9,3.4,0.086,13,reviewed,us,us
2019-08-01T18:28:07.270Z,2019-08-01,-34.2364,-72.3102,25,6.8,mww,,35,0.817,0.91,us,us60004yps,2020-07-10T17:32:41.012Z,95km SW of San Antonio, Chile,5.1,1.8,0.045,48,reviewed,us,us
2019-07-31T15:02:33.853Z,2019-07-31,-16.1985,167.9982,181,6.6,mww,,30,6.024,0.99,us,us60004xz4,2019-10-19T21:42:01.040Z,62km E of Lakatoro, Vanuatu,7.6,1.8,0.038,65,reviewed,us,us
2019-07-31T05:54:53.150Z,2019-07-31,13.1476,-89.3951,43,5.9,mww,,36,1.244,1.31,us,us60004xtc,2020-07-10T17:32:28.595Z,38km SSW of La Libertad, El Salvador,5.9,1.9,0.032,93,reviewed,us,us
2019-07-29T20:37:43.551Z,2019-07-29,32.8383,140.569,59.14,5.8,mww,,30,0.692,0.81,us,us60004x4m,2019-10-11T20:12:50.040Z,76km ESE of Hachijo-jima, Japan,7,3.7,0.053,34,reviewed,us,us
2019-07-28T12:32:39.708Z,2019-07-28,-55.8616,-124.7527,10,5.6,mww,,73,30.548,0.63,us,us60004x6z,2019-10-11T20:12:45.040Z,Southern East Pacific Rise,,13.7,1.8,0.069,20,reviewed,us,us
2019-07-27T18:31:07.540Z,2019-07-27,33.1492,137.3029,367,6.3,mww,,14,1.691,0.79,us,us60004wjb,2019-10-11T20:12:42.040Z,138km ESE of Shingu, Japan,7,1.9,0.055,32,reviewed,us,us
2019-07-27T10:07:56.554Z,2019-07-27,-59.846,-151.6538,10,5.6,mww,,72,22.542,1.06,us,us60004wg9,2019-10-11T20:12:40.040Z,Pacific-Antarctic Ridge,,13.7,1.2,0.089,12,reviewed,us,us
2019-07-27T09:55:08.207Z,2019-07-27,-59.6436,-150.9124,10,5.7,mww,,70,22.309,0.58,us,us60004wfx,2019-10-11T20:12:40.040Z,Pacific-Antarctic Ridge,,14,1.8,0.069,20,reviewed,us,us
2019-07-27T01:24:44.681Z,2019-07-27,20.754,122.0083,10,5.7,mww,,40,2.227,1.45,us,us60004wav,2020-07-10T17:32:07.049Z,17km ESE of Itbayat, Philippines,3.7,1.8,0.045,48,reviewed,us,us
2019-07-26T23:37:58.444Z,2019-07-26,20.8373,121.9744,9,6,mww,,23,2.138,0.75,us,us60004w8x,2020-07-10T17:31:51.149Z,14km ENE of Itbayat, Philippines,6.4,1.7,0.055,32,reviewed,us,us
2019-07-23T23:08:56.822Z,2019-07-23,-33.7984,-179.5086,35,5.5,mww,,69,4.155,0.93,us,us60004uec,2019-10-11T20:12:24.040Z,268km SSW of L'Esperance Rock, New Zealand,9.1,1.8,0.06,27,reviewed,us,us
2019-07-23T10:33:24.050Z,2019-07-23,-61.2867,154.1145,10,6,mww,,36,17.135,0.63,us,us70004r4f,2019-10-11T20:12:22.040Z,Balleny Islands region,,11.1,1.7,0.073,18,reviewed,us,us
2019-07-21T17:35:33.765Z,2019-07-21,12.2619,144.2534,9,5.5,mww,,31,1.449,1.02,us,us70004q4u,2020-07-20T17:45:38.694Z,119km SSW of Merizo Village, Guam,8.5,1.8,0.063,24,reviewed,us,us
2019-07-21T17:25:15.009Z,2019-07-21,12.3467,144.4007,10,5.5,mww,,46,1.316,1.18,us,us70004q4q,2020-07-20T17:35:19.777Z,105km SSW of Merizo Village, Guam,8.7,1.8,0.06,27,reviewed,us,us
2019-07-20T20:43:44.349Z,2019-07-20,-5.9945,149.5002,49,5.6,mww,,15,3.201,1.09,us,us70004psn,2019-10-04T16:37:28.040Z,25km NNW of Kandrian, Papua New Guinea,7,1.9,0.062,25,reviewed,us,us
2019-07-19T09:22:15.514Z,2019-07-19,27.7188,92.8302,15,5.5,mww,,17,2.313,0.54,us,us70004nrn,2020-07-10T17:46:02.648Z,67km NE of Bomdila, India,7.6,1.7,0.062,25,reviewed,us,us
2019-07-17T06:10:46.255Z,2019-07-17,-17.0261,-176.8917,10,5.6,mww,,51,2.95,0.79,us,us70004m2i,2019-10-04T16:37:07.040Z,Fiji region,,8,1.8,0.061,26,reviewed,us,us
2019-07-17T02:43:24.489Z,2019-07-17,-17.1515,-177.1344,10,5.6,mww,,100,2.982,0.66,us,us70004lzw,2019-10-04T16:37:05.040Z,Fiji region,,10.6,1.8,0.08,15,reviewed,us,us
2019-07-16T22:03:51.183Z,2019-07-16,12.3339,144.5005,7.33,5.7,mww,,11,1.298,0.81,us,us70004lw5,2020-07-15T22:14:03.662Z,104km S of Merizo Village, Guam,7.5,3,0.054,33,reviewed,us,us
2019-07-16T00:18:36.961Z,2019-07-16,-8.8208,114.487,80,5.7,mww,,19,0.48,1.42,us,us70004l29,2020-07-10T17:45:51.838Z,35km SSE of Kendalrejo, Indonesia,7.3,1.8,0.056,31,reviewed,us,us
2019-07-15T08:21:34.171Z,2019-07-15,-5.9707,149.4881,42,6.3,mww,,20,3.198,0.88,us,us70004kfs,2020-07-10T17:45:36.711Z,28km NNW of Kandrian, Papua New Guinea,8.2,1.9,0.038,67,reviewed,us,us
2019-07-14T10:26:58.098Z,2019-07-14,-0.4773,127.8482,10,5.8,mww,,62,1.33,0.84,us,us70004k03,2020-07-10T17:45:21.238Z,98km NNE of Laiwui, Indonesia,6.6,1.8,0.083,14,reviewed,us,us
2019-07-14T09:43:46.015Z,2019-07-14,-0.8042,127.7214,10,5.8,mww,,44,1.605,0.74,us,us70004jzf,2020-07-10T17:45:09.639Z,60km N of Laiwui, Indonesia,6.9,1.8,0.089,12,reviewed,us,us
2019-07-14T09:10:51.523Z,2019-07-14,-0.5858,128.034,18.98,7.2,mww,,38,1.504,0.88,us,us70004jyv,2020-07-30T13:31:26.346Z,93km NNE of Laiwui, Indonesia,7.3,3.4,0.049,40,reviewed,us,us
2019-07-14T05:39:23.420Z,2019-07-14,-18.2242,120.3584,10,6.6,mww,,32,2.978,0.7,us,us70004jxe,2020-07-10T17:44:37.654Z,200km W of Broome, Australia,6.5,1.5,0.029,116,reviewed,us,us
2019-07-13T07:59:33.557Z,2019-07-13,-49.5587,-116.7328,10,5.7,mww,,102,23.062,0.66,us,us70004ji2,2019-09-28T20:01:18.040Z,Southern East Pacific Rise,,12.3,1.8,0.06,27,reviewed,us,us
2019-07-13T00:57:44.339Z,2019-07-13,29.3533,128.1534,251,6.1,mww,,11,2.51,1.19,us,us70004jea,2019-09-28T20:01:16.040Z,169km NW of Naze, Japan,6.3,1.8,0.033,86,reviewed,us,us
2019-07-12T20:42:55.276Z,2019-07-12,9.3281,126.043,14.29,5.8,mww,,21,2.29,1.07,us,us70004j9u,2020-07-10T17:44:24.904Z,7km E of Cantilan, Philippines,4.8,3.3,0.066,22,reviewed,us,us
2019-07-11T17:08:37.977Z,2019-07-11,-4.6408,155.2241,495.17,6,mww,,26,3.084,0.7,us,us70004icj,2019-09-28T20:01:12.040Z,177km N of Arawa, Papua New Guinea,2.7,3.6,0.045,48,reviewed,us,us
2019-07-10T19:00:52.764Z,2019-07-10,-56.7747,-141.5049,10,5.5,mww,,80,27.365,0.82,us,us70004h4f,2019-09-28T20:01:08.040Z,Pacific-Antarctic Ridge,,13.8,1.8,0.08,15,reviewed,us,us
2019-07-09T18:43:43.426Z,2019-07-09,52.8989,-167.4826,33.13,5.5,mww,,47,0.574,1.27,us,us70004g4b,2020-07-08T18:53:48.757Z,93km E of Nikolski, Alaska,4.3,3,0.039,62,reviewed,us,us
2019-07-09T12:36:58.915Z,2019-07-09,6.8138,125.1193,10,5.6,mww,,39,0.522,0.92,us,us70004fsk,2020-07-10T17:44:01.965Z,8km NW of Magsaysay, Philippines,7,1.8,0.043,52,reviewed,us,us
2019-07-09T11:33:31.642Z,2019-07-09,47.4425,144.9818,436,5.5,mww,,37,1.59,0.78,us,us70004fqv,2019-09-28T20:01:02.040Z,165km E of Dolinsk, Russia,9.1,1.9,0.059,28,reviewed,us,us
2019-07-08T18:52:33.279Z,2019-07-08,0.504,126.3042,28,5.9,mww,,43,1.095,0.77,us,us70004f0h,2019-09-26T14:31:01.040Z,122km WSW of Kota Ternate, Indonesia,6,1.8,0.047,43,reviewed,us,us
2019-07-08T07:00:32.441Z,2019-07-08,31.7564,49.5611,19,5.6,mww,,36,2.03,0.69,us,us70004ejm,2020-07-10T17:43:51.391Z,31km SE of Masjed Soleyman, Iran,6.7,1.8,0.098,10,reviewed,us,us
2019-07-08T06:20:10.179Z,2019-07-08,0.449,126.2508,10,5.6,mww,,26,1.16,0.73,us,us70004eiy,2019-09-26T14:30:58.040Z,129km WSW of Kota Ternate, Indonesia,7.1,1.7,0.069,20,reviewed,us,us
2019-07-07T15:08:40.525Z,2019-07-07,0.5126,126.1892,35,6.9,mww,,21,1.205,0.8,us,us70004dz3,2019-09-26T14:30:53.040Z,134km WSW of Kota Ternate, Indonesia,6.2,1.9,0.043,51,reviewed,us,us
2019-07-06T11:08:16.588Z,2019-07-06,-20.9572,169.8683,99.66,5.6,mww,,31,3.376,0.92,us,us70004cgb,2019-09-26T14:30:41.040Z,167km SSE of Isangel, Vanuatu,8.2,4.8,0.047,44,reviewed,us,us
2019-07-06T09:44:28.786Z,2019-07-06,-6.271,154.7377,37.84,5.7,mww,,14,3.292,1.02,us,us70004cat,2019-09-26T14:30:39.040Z,82km W of Panguna, Papua New Guinea,7.8,4.2,0.065,23,reviewed,us,us
2019-07-06T03:47:53.420Z,2019-07-06,35.9011667,-117.7495,5.04,5.5,mw,49,33,0.07334,0.16,ci,ci38457687,2020-07-09T21:44:24.632Z,15km ESE of Little Lake, CA,0.13,0.5,,4,reviewed,ci,ci
2019-07-06T03:19:53.040Z,2019-07-06,35.7695,-117.5993333,8,7.1,mw,77,43,0.04616,0.22,ci,ci38457511,2020-09-27T22:11:41.562Z,2019 Ridgecrest Earthquake Sequence,,0.19,31.61,,0,reviewed,ci,ci
2019-07-05T12:58:27.988Z,2019-07-05,51.3441,-130.5744,9,5.6,mww,,69,1.026,0.72,us,us70004b08,2019-09-26T14:30:20.040Z,192km WSW of Bella Bella, Canada,5.6,1.8,0.042,55,reviewed,us,us
2019-07-04T17:33:49.000Z,2019-07-04,35.7053333,-117.5038333,10.5,6.4,mw,62,47,0.1233,0.16,ci,ci38443183,2020-09-19T06:55:04.772Z,Ridgecrest Earthquake Sequence,,0.15,0.36,,6,reviewed,ci,ci
2019-07-04T04:30:44.424Z,2019-07-04,51.2369,-130.5005,10,6.2,mww,,70,1.143,1.01,us,us700049sf,2019-09-26T14:30:08.040Z,194km WSW of Bella Bella, Canada,6.6,1.8,0.026,143,reviewed,us,us
2019-07-03T03:45:29.382Z,2019-07-03,-22.1361,-179.5146,596.14,5.8,mww,,33,4.931,0.94,us,us7000492b,2019-09-26T14:30:03.040Z,184km SSW of Ndoi Island, Fiji,9.2,3.2,0.057,30,reviewed,us,us
2019-07-02T19:51:46.481Z,2019-07-02,-43.6798,123.9065,10,5.6,mww,,41,11.939,0.84,us,us700048vu,2019-09-26T14:30:02.040Z,South of Australia,,9.6,1.7,0.069,20,reviewed,us,us
2019-07-02T09:44:33.248Z,2019-07-02,-1.5188,67.6058,10,5.8,mww,,46,5.747,0.97,us,us700048k3,2019-09-26T14:30:01.040Z,Carlsberg Ridge,,8.6,1.8,0.045,47,reviewed,us,us
2019-07-02T08:00:13.857Z,2019-07-02,-11.4972,166.4085,43,5.7,mww,,69,6.675,0.73,us,us700048j0,2019-09-26T14:30:01.040Z,106km SE of Lata, Solomon Islands,8,1.9,0.071,19,reviewed,us,us
2019-07-01T17:13:28.400Z,2019-07-01,-15.4403,167.531,91,6,mww,,53,6.675,1.11,us,us70004840,2019-09-14T16:08:27.040Z,40km ENE of Luganville, Vanuatu,8.6,1.9,0.048,41,reviewed,us,us
2019-07-01T16:59:25.333Z,2019-07-01,9.1702,124.1922,533,5.9,mww,,24,2.498,1.13,us,us7000483i,2019-09-14T16:08:27.040Z,47km SSE of Lila, Philippines,9.3,2,0.04,59,reviewed,us,us
2019-06-29T19:51:20.829Z,2019-06-29,-1.7146,-13.0102,10,5.5,mww,,42,6.321,0.58,us,us700047g7,2019-09-14T16:08:20.040Z,North of Ascension Island,,9.6,1.8,0.058,29,reviewed,us,us
2019-06-28T18:14:25.625Z,2019-06-28,-12.5616,166.0824,10,5.5,mww,,46,6.775,0.87,us,us700046ut,2019-09-14T16:08:17.040Z,205km S of Lata, Solomon Islands,8.7,1.8,0.068,21,reviewed,us,us
2019-06-28T15:51:31.302Z,2019-06-28,19.8515,144.3477,410,6.4,mww,,26,4.787,1.16,us,us700046la,2020-06-27T16:01:45.618Z,95km SW of Farallon de Pajaros, Northern Mariana Islands,7.9,1.9,0.043,53,reviewed,us,us
